	ratio_retweets	hashtags	length	exclamations	questions	links	topicRepetition	replies	spreadVelocity	user_diversity	retweeted_user_diversity	hashtag_diversity	language_diversity	vocabulary_diversity	class
0	0.4058988764044944	1.1643258426966292	61.71910112359551	0.47191011235955055	0.11235955056179775	0.008426966292134831	1.0280898876404494	0.05898876404494382	0.13536121673003804	4.762971570288451	2.1248638778780693	1.459475158826903	0.8580241123681017	33.77237381068376	0
1	0.09026548672566372	0.24601769911504426	77.73451327433628	0.23539823008849559	0.1168141592920354	0.005309734513274336	0.9274336283185841	0.11327433628318584	0.0014713618300095314	6.17857505457953	0.5719966589176437	1.262868218758072	0.5680288055886604	51.7708361631767	0
2	0.65	0.14629629629629629	131.09444444444443	0.10185185185185185	0.04259259259259259	0.001851851851851852	0.987037037037037	0.03333333333333333	0.009896091044037604	6.232684614055688	4.0895199407129095	0.642287853842538	0.06104703803959342	18.218702407545067	2
3	0.6184834123222749	0.2772511848341232	117.28436018957346	0.052132701421800945	0.05924170616113744	0.03317535545023697	0.957345971563981	0.02132701421800948	0.0011258256944370337	5.686355909208083	3.521793258284285	1.1211155121712364	0.09677933624026444	43.136813997090734	1
4	0.42664670658682635	0.2694610778443114	114.88622754491018	0.04940119760479042	0.08532934131736528	0.017964071856287425	0.7649700598802395	0.03143712574850299	0.07305336832895888	6.17900884240976	2.6247114803040086	1.182722810486616	0.508210767023714	55.890662446781825	1
5	0.08507670850767085	0.33751743375174337	62.31799163179916	0.21199442119944212	0.03905160390516039	0.002789400278940028	0.8047419804741981	0.044630404463040445	0.9676113360323887	6.093835475302115	0.545121781875834	1.4971724758287084	0.8587728468916842	40.01672175920811	0
6	0.1349862258953168	0.6666666666666666	85.90771349862258	0.32644628099173556	0.09779614325068871	0.0	0.9986225895316805	0.05922865013774105	0.001658640006579729	5.919778131609528	0.8489964136825269	2.481105123197713	0.5843999385826449	58.17824735247792	0
7	0.4472049689440994	0.018633540372670808	49.22360248447205	0.14285714285714285	0.024844720496894408	0.0	0.7391304347826086	0.09316770186335403	0.06358609794628751	3.7823138664986966	1.8378234124460853	0.09468455338480367	0.8724758184935715	21.879290136077962	2
8	0.3104325699745547	2.0916030534351147	67.40203562340967	0.20865139949109415	0.05597964376590331	0.015267175572519083	1.366412213740458	0.02544529262086514	0.39939024390243905	5.6256533417819075	1.79050387806035	3.986493296998823	0.63480898195822	33.2180455948699	2
9	0.29012345679012347	0.11728395061728394	78.0246913580247	0.1419753086419753	0.06172839506172839	0.018518518518518517	0.9938271604938271	0.0	0.18706697459584296	5.07903896263289	1.4760310355303818	0.588136024742564	0.7194905228888206	14.148711172389111	2
10	0.28996865203761757	0.47962382445141066	75.6614420062696	0.10501567398119123	0.047021943573667714	0.032915360501567396	0.5956112852664577	0.009404388714733543	0.0802818673713351	6.430090906080591	1.8705427712502607	1.4882894059477378	0.738752241444888	37.464190119283785	1
11	0.10695187165775401	0.56951871657754	94.03743315508021	0.40641711229946526	0.12834224598930483	0.00267379679144385	0.893048128342246	0.0962566844919786	0.0009698767685988133	5.271956986691742	0.6261969068832657	2.929682599733453	0.6033190594385065	53.77611958399627	3
12	0.13922155688622753	0.08982035928143713	83.49850299401197	0.31736526946107785	0.2844311377245509	0.010479041916167664	0.014970059880239521	0.2155688622754491	0.002951716458470498	6.13219373214383	0.8860762017141689	0.5150366030675382	0.24900449584053302	45.43708881200654	0
13	0.25972222222222224	0.5361111111111111	99.00694444444444	0.1625	0.10138888888888889	0.005555555555555556	1.0041666666666667	0.027777777777777776	0.5975103734439834	6.142068474255546	1.6649652839079456	1.902784796341864	1.1484084677122934	57.0620748633539	0
14	0.29577464788732394	0.21830985915492956	93.11971830985915	0.2112676056338028	0.08450704225352113	0.08450704225352113	1.0070422535211268	0.06338028169014084	0.00031766982472231857	4.797845499029894	1.4328352478318933	0.9170421313381547	0.4928450284840653	30.236478007258082	1
15	0.11382113821138211	2.095528455284553	64.07317073170732	0.3333333333333333	0.06504065040650407	0.016260162601626018	1.0142276422764227	0.03861788617886179	0.001121661518118709	6.065675291608544	0.6931837043400914	5.706440010236525	1.4039565513902408	42.18505640631542	0
16	0.10583153347732181	0.3282937365010799	94.31533477321814	0.16630669546436286	0.09287257019438445	0.004319654427645789	1.0367170626349893	0.1101511879049676	0.0011873834735711007	4.878998046895513	0.6435767536241594	1.5653455560824314	0.20932914971786953	55.39078502977653	0
17	0.28378378378378377	0.3783783783783784	98.61711711711712	0.18468468468468469	0.13063063063063063	0.0	1.0	0.09009009009009009	0.028345250255362615	5.110482096724762	1.4535434524188549	1.4499598021563929	-0.0	51.81831703392845	0
18	0.1116751269035533	0.38071065989847713	105.34517766497461	0.2233502538071066	0.10152284263959391	0.02030456852791878	0.9898477157360406	0.09137055837563451	0.0012498096736537584	5.045760555442808	0.5900024468641407	1.5255154381330274	0.1500493413315072	44.59322969574514	0
19	0.19801980198019803	0.35396039603960394	64.97277227722772	0.2400990099009901	0.38366336633663367	0.0	0.7673267326732673	0.07425742574257425	0.003289473684210526	5.896551634108265	1.1746732989911204	1.1115016066807535	0.3064741183811496	30.40409708744269	0
20	0.12554112554112554	0.341991341991342	90.9047619047619	0.41125541125541126	0.06493506493506493	0.008658008658008658	0.948051948051948	0.03896103896103896	0.0005121655957749664	5.2585260260295374	0.6832472450438613	1.2381249314768872	0.48269308925161736	42.54516158605933	0
21	0.5869565217391305	1.0978260869565217	75.83695652173913	0.19021739130434784	0.09782608695652174	0.0	1.048913043478261	0.021739130434782608	0.1399239543726236	3.0390547682628544	2.1138292043865174	0.2919014163276248	0.3475642430246502	40.734300760969084	2
22	0.046296296296296294	0.8796296296296297	76.79629629629629	0.23148148148148148	0.12962962962962962	0.018518518518518517	0.9166666666666666	0.06481481481481481	0.0002465854761154568	4.409176766718058	0.21676533458908423	2.857784813967283	0.05256932631473862	37.858402474105766	0
23	0.17364341085271318	0.5891472868217055	86.76124031007753	0.22635658914728682	0.07906976744186046	0.0	0.993798449612403	0.10697674418604651	0.015169688844986947	6.115791333997821	1.099700461253968	2.29919327179914	0.15646807548768157	49.66757305721108	0
24	0.10810810810810811	0.13513513513513514	69.8108108108108	0.35135135135135137	0.05405405405405406	0.0	0.9459459459459459	0.05405405405405406	0.1450980392156863	3.610917912644226	0.3903695040696459	0.4504944649216549	0.4549437534681774	23.879403953398192	2
25	0.11501597444089456	0.46325878594249204	81.36102236421725	0.20287539936102236	0.11501597444089456	0.03035143769968051	0.9968051118210862	0.07028753993610223	0.0035208693060062883	6.264359386123651	0.7295555190313213	2.2143322029735377	0.24007359506363599	46.76492114767099	0
26	0.12732919254658384	0.4192546583850932	89.79503105590062	0.18633540372670807	0.21428571428571427	0.026397515527950312	0.9798136645962733	0.062111801242236024	0.0014827162256123112	6.160191241414068	0.8084584394607406	1.8560146434973193	0.425311092762733	50.38805413535083	0
27	0.1724137931034483	0.19540229885057472	100.71264367816092	0.1896551724137931	0.27011494252873564	0.0	0.9942528735632183	0.06896551724137931	0.004251576015247031	4.964835110647622	0.8894922929680226	0.8246897000044815	1.2649610409399312	44.757402209320716	0
28	0.1462925851703407	0.22845691382765532	89.83567134268537	0.3927855711422846	0.11022044088176353	0.004008016032064128	1.0701402805611222	0.11823647294589178	0.21953365596128466	6.0568369419268855	0.8817577143331728	1.1820190574609402	0.26310170683381934	50.82308516130938	3
29	0.10833333333333334	0.4666666666666667	110.86666666666666	0.10833333333333334	0.10833333333333334	0.03333333333333333	0.0	0.075	0.0003059562023696308	4.706624571716728	0.5186449388013883	1.9417171413200645	0.1985152433458726	48.186857811380825	1
30	0.18716577540106952	0.5454545454545454	75.23172905525847	0.32976827094474154	0.09090909090909091	0.0	0.9946524064171123	0.040998217468805706	0.44242902208201895	6.110831555204863	1.1698804436954766	2.4274903063246573	0.07246040642238355	42.28570586058733	0
31	0.17647058823529413	0.23529411764705882	99.5	0.13725490196078433	0.1568627450980392	0.0196078431372549	0.7058823529411765	0.08823529411764706	0.0003453447861401626	4.584199449721915	0.8161716729325182	1.0746377760559076	1.5498454209822863	46.84599041148172	0
32	0.36496350364963503	0.8540145985401459	94.89781021897811	0.15328467153284672	0.16058394160583941	0.0	0.9854014598540146	0.058394160583941604	0.00032157359810341995	4.808672619460845	1.7652566657521633	0.8511452181338344	0.15664484302833323	39.170556604771114	0
33	0.3857677902621723	0.6367041198501873	109.50374531835206	0.12172284644194757	0.09737827715355805	0.03932584269662921	0.033707865168539325	0.016853932584269662	0.007447491004435022	6.086913473785015	2.375701861901637	2.3157306060575054	0.13060480079997305	46.29487710441515	1
34	0.18238993710691823	0.5681341719077568	67.62054507337527	0.20754716981132076	0.09853249475890985	0.0020964360587002098	0.31236897274633124	0.027253668763102725	0.17758749069247953	6.117725182273597	1.1052613674067864	2.547368717356363	0.17686636057804825	42.325589496990915	0
35	0.20901639344262296	0.4166666666666667	96.1653005464481	0.28005464480874315	0.09016393442622951	0.01912568306010929	0.7950819672131147	0.09016393442622951	0.002456755069574498	6.183276166927886	1.2867411094494283	1.4113560961602833	0.4085189101457786	56.93645754446641	0
36	0.08277404921700224	0.4250559284116331	76.18120805369128	0.4161073825503356	0.10514541387024609	0.04697986577181208	1.0044742729306488	0.04697986577181208	0.0010163872549131068	6.007177549599828	0.5020321557932488	1.8403434684893705	0.03176876113711041	40.972983907177785	0
37	0.5351123595505618	0.34129213483146065	125.80758426966293	0.08286516853932584	0.032303370786516857	0.004213483146067416	0.9550561797752809	0.06741573033707865	0.00544234326510021	6.368351722389578	3.4540436923919264	1.0872618978159245	0.6902035351366271	49.741409361075746	1
38	0.08076923076923077	0.2	71.13846153846154	0.38076923076923075	0.15384615384615385	0.007692307692307693	0.9807692307692307	0.05384615384615385	0.0006055961744955501	5.51802641990416	0.44380007650079284	1.002513991951652	0.3458935582458896	39.148351869272545	0
39	0.12365591397849462	0.3548387096774194	68.55376344086021	0.27956989247311825	0.16129032258064516	0.005376344086021506	0.9193548387096774	0.10752688172043011	0.0004605510766000436	5.188480696263754	0.646194481158084	1.6688079002176932	0.6493432233951653	40.13654287113913	0
40	0.2644628099173554	0.628099173553719	85.11570247933884	0.24793388429752067	0.10743801652892562	0.0	0.9586776859504132	0.049586776859504134	0.025690021231422507	4.6496580776548635	1.2339373088903802	1.795361035428853	0.5272942850617293	39.412689252908095	0
